"","scientific_name","site","time"
"1078","Hylarana nicobariensis","D_Matrix","19:00"
"1079","Metaphrynella sundana","D_Matrix","19:00"
"1080","Metaphrynella sundana","D_Matrix","19:00"
"1081","Polypedates sp","D_Matrix","19:00"
"1082","Fejervarya limnocharis","D_Matrix","19:02"
"1083","Hylarana raniceps","D_Matrix","19:04"
"1084","Polypedates leucomystax","D_Matrix","19:04"
"1085","Polypedates sp","D_Matrix","20:00"
"1086","Hylarana nicobariensis","D_Matrix","20:01"
"1087","Fejervarya limnocharis","D_Matrix","20:02"
"1088","Metaphrynella sundana","D_Matrix","20:06"
"1089","Metaphrynella sundana","D_Matrix","20:07"
"1090","Polypedates sp","D_Matrix","20:07"
"1091","Polypedates leucomystax","D_Matrix","20:08"
"1092","Polypedates leucomystax","D_Matrix","20:12"
"1093","Polypedates leucomystax","D_Matrix","20:15"
"1094","Pycnonotus erythropthalmos","C_Matrix","15:00"
"1095","Prinia flaviventris","C_Matrix","15:00"
"1096","Pycnonotus atriceps","C_Matrix","15:01"
"1097","Pycnonotus erythropthalmos","C_Matrix","15:01"
"1098","Orthotomus sericeus","C_Matrix","15:03"
"1099","Prinia flaviventris","C_Matrix","15:03"
"1100","Pycnonotus atriceps","C_Matrix","15:04"
"1101","Pycnonotus atriceps","C_Matrix","15:04"
"1102","Cacomantis merulinus","C_Matrix","15:06"
"1103","Lonchura atricapilla","C_Matrix","15:07"
"1104","Lonchura atricapilla","C_Matrix","15:07"
"1105","Aethopyga siparaja","C_Matrix","15:11"
"1106","Macronus bornensis","C_Matrix","15:11"
"1107","Pycnonotus erythropthalmos","C_Matrix","15:14"
"1108","Stachyris erythroptera","C_Matrix","15:14"
"1109","Orthotomus atrogularis","C_Matrix","15:00"
"1110","Pycnonotus goiavier","C_Matrix","15:18"
"1111","Centropus sinensis","C_Matrix","15:18"
"1112","Centropus sinensis","C_Matrix","15:18"
"1113","Prinia flaviventris","C_Matrix","16:00"
"1114","Prinia flaviventris","C_Matrix","16:00"
"1115","Pycnonotus atriceps","C_Matrix","16:00"
"1116","Pycnonotus atriceps","C_Matrix","16:00"
"1117","Pycnonotus erythropthalmos","C_Matrix","16:01"
"1118","Pycnonotus erythropthalmos","C_Matrix","16:02"
"1119","Pycnonotus goiavier","C_Matrix","16:03"
"1120","Lonchura atricapilla","C_Matrix","16:04"
"1121","Lonchura atricapilla","C_Matrix","16:04"
"1122","Psilopogon duvaucelii","C_Matrix","16:05"
"1123","Macronus bornensis","C_Matrix","16:05"
"1124","Prinia flaviventris","C_Matrix","16:05"
"1125","Pycnonotus atriceps","C_Matrix","16:06"
"1126","Orthotomus ruficeps","C_Matrix","16:06"
"1127","Orthotomus sericeus","C_Matrix","16:06"
"1128","Trichastoma bicolor","C_Matrix","16:08"
"1129","Pycnonotus goiavier","C_Matrix","16:08"
"1130","Chloropsis cyanopogon","C_Matrix","16:10"
"1131","Orthotomus sericeus","C_Matrix","16:11"
"1132","Macronus bornensis","C_Matrix","16:13"
"1133","Cacomantis merulinus","C_Matrix","16:14"
"1134","Prinia flaviventris","C_Matrix","16:17"
"1135","Pycnonotus erythropthalmos","C_Matrix","17:00"
"1136","Pycnonotus atriceps","C_Matrix","17:01"
"1137","Macronus bornensis","C_Matrix","17:01"
"1138","Prinia flaviventris","C_Matrix","17:01"
"1139","Orthotomus sericeus","C_Matrix","17:01"
"1140","Orthotomus ruficeps","C_Matrix","17:02"
"1141","Copsychus stricklandii","C_Matrix","17:03"
"1142","Centropus sinensis","C_Matrix","17:03"
"1143","Pycnonotus atriceps","C_Matrix","17:04"
"1144","Corvus enca","C_Matrix","17:04"
"1145","Pycnonotus goiavier","C_Matrix","17:06"
"1146","Pycnonotus atriceps","C_Matrix","17:06"
"1147","Pycnonotus atriceps","C_Matrix","17:06"
"1148","Pycnonotus atriceps","C_Matrix","17:06"
"1149","Pycnonotus atriceps","C_Matrix","17:06"
"1150","Centropus sinensis","C_Matrix","17:07"
"1151","Lonchura atricapilla","C_Matrix","17:09"
"1152","Lonchura atricapilla","C_Matrix","17:09"
"1153","Lonchura atricapilla","C_Matrix","17:09"
"1154","Macronus bornensis","C_Matrix","17:10"
"1155","Corvus enca","C_Matrix","17:11"
"1156","Corvus enca","C_Matrix","17:11"
"1157","Psilopogon chrysopogon","C_Matrix","17:13"
"1158","Rhipidura javanica","C_Matrix","17:17"
"1159","Trichastoma bicolor","C_Matrix","18:00"
"1160","Trichastoma bicolor","C_Matrix","18:00"
"1161","Copsychus stricklandii","C_Matrix","18:00"
"1162","Pycnonotus atriceps","C_Matrix","18:01"
"1163","Prinia flaviventris","C_Matrix","18:02"
"1164","Prinia flaviventris","C_Matrix","18:05"
"1165","Lonchura fuscans","C_Matrix","18:05"
"1166","Lonchura fuscans","C_Matrix","18:05"
"1167","Orthotomus sericeus","C_Matrix","18:05"
"1168","Corvus enca","C_Matrix","18:06"
"1169","Arborophila charltonii","C_Matrix","18:09"
"1170","Macronus bornensis","C_Matrix","18:11"
"1171","Prinia flaviventris","C_Matrix","18:11"
"1172","Rhipidura javanica","C_Matrix","18:17"
"1173","Rhipidura javanica","C_Matrix","18:17"
"1174","Metaphrynella sundana","VJR_2","18:10"
"1175","Eurylaimus javanicus","VJR_2","18:10"
"1176","Eurylaimus javanicus","VJR_2","18:10"
"1177","Hypothymis azurea","VJR_2","18:11"
"1178","Pomatorhinus montanus","VJR_2","18:11"
"1179","Cacomantis merulinus","VJR_2","18:11"
"1180","Centropus rectunguis","VJR_2","18:10"
"1181","Arborophila charltonii","VJR_2","07:25"
"1182","Gekko smithi","VJR_2","18:15"
"1183","Gekko smithi","VJR_2","18:17"
"1184","Polypedates sp","VJR_2","18:23"
"1185","Limnonectes finchi","VJR_2","18:26"
"1186","Rhacophorus borneensis","VJR_2","18:27"
"1187","Rhacophorus borneensis","VJR_2","18:27"
"1188","Limnonectes finchi","VJR_2","18:29"
"1189","Metaphrynella sundana","VJR_2","19:00"
"1190","Leptobrachium abbotti","VJR_2","19:00"
"1191","Gekko smithi","VJR_2","19:01"
"1192","Leptobrachium abbotti","VJR_2","19:01"
"1193","Leptobrachium abbotti","VJR_2","19:05"
"1194","Rhacophorus borneensis","VJR_2","19:07"
"1195","Rhacophorus borneensis","VJR_2","19:07"
"1196","Limnonectes finchi","VJR_2","19:07"
"1197","Limnonectes finchi","VJR_2","19:07"
"1198","Limnonectes finchi","VJR_2","19:07"
"1199","Limnonectes finchi","VJR_2","19:07"
"1200","Polypedates sp","VJR_2","19:11"
"1201","Limnonectes finchi","VJR_2","19:13"
"1202","Microhyla sp","VJR_2","19:13"
"1203","Gekko smithi","VJR_2","19:15"
"1204","Polypedates sp","VJR_2","19:17"
"1205","Leptobrachium abbotti","VJR_2","19:20"
"1206","Metaphrynella sundana","VJR_2","20:01"
"1207","Limnonectes finchi","VJR_2","20:06"
"1208","Leptobrachium abbotti","VJR_2","20:08"
"1209","Limnonectes finchi","VJR_2","20:09"
"1210","Bubo sumatranus","VJR_2","20:11"
"1211","Gekko smithi","VJR_2","20:18"
"1212","Metaphrynella sundana","VJR_2","20:18"
"1213","Metaphrynella sundana","VJR_2","21:00"
"1214","Metaphrynella sundana","VJR_2","21:00"
"1215","Gekko smithi","VJR_2","21:01"
"1216","Leptobrachium abbotti","VJR_2","21:04"
"1217","Gekko smithi","VJR_2","21:05"
"1218","Rhacophorus borneensis","VJR_2","21:10"
"1219","Rhacophorus borneensis","VJR_2","21:10"
"1220","Limnonectes finchi","VJR_2","21:11"
"1221","Gekko smithi","VJR_2","21:12"
"1222","Leptobrachium abbotti","VJR_2","22:01"
"1223","Polypedates sp","VJR_2","22:01"
"1224","Gekko smithi","VJR_2","22:02"
"1225","Metaphrynella sundana","VJR_2","22:02"
"1226","Leptobrachium abbotti","VJR_2","22:11"
"1227","Gekko smithi","VJR_2","22:12"
"1228","Metaphrynella sundana","VJR_2","23:00"
"1229","Gekko smithi","VJR_2","23:00"
"1230","Metaphrynella sundana","VJR_2","23:04"
"1231","Leptobrachium abbotti","VJR_2","23:05"
"1232","Leptobrachium abbotti","VJR_2","23:13"
"1233","Copsychus pyrropygus","E100_edge","17:13"
"1234","Psilopogon duvaucelii","E100_edge","17:13"
"1235","Stachyris erythroptera","E100_edge","17:17"
"1236","Gracula religiosa","E100_edge","17:17"
"1237","Pellorneum capistratum","E100_edge","17:22"
"1238","Mulleripicus pulverulentus","E100_edge","17:25"
"1239","Argusianus argus","E100_edge","17:25"
"1240","Mulleripicus pulverulentus","E100_edge","17:29"
"1241","Cyornis umbratilis","E100_edge","17:30"
"1242","Centropus sinensis","E100_edge","17:31"
"1243","Psilopogon duvaucelii","E100_edge","18:01"
"1244","Argusianus argus","E100_edge","18:02"
"1245","Centropus sinensis","E100_edge","18:02"
"1246","Centropus sinensis","E100_edge","18:03"
"1247","Pellorneum capistratum","E100_edge","18:00"
"1248","Argusianus argus","E100_edge","19:04"
"1249","Argusianus argus","E100_edge","19:04"
"1250","Bubo sumatranus","E100_edge","20:18"
"1251","Argusianus argus","E100_edge","21:05"
"1252","Argusianus argus","E100_edge","21:05"
"1253","Bubo sumatranus","E100_edge","21:15"
"1254","Caprimulgus macrurus","B10","00:17"
"1255","Otus rufescens","E1_648","21:26"
"1256","Otus rufescens","E1_648","22:30"
"1257","Arborophila charltonii","E1_648","22:14"
"1258","Arborophila charltonii","E1_648","00:12"
"1259","Excalfactoria chinensis","D_Matrix","21:15"
"1260","Excalfactoria chinensis","D_Matrix","22:11"
"1261","Excalfactoria chinensis","D_Matrix","00:01"
"1262","Limnonectes finchi","E100_edge","22:21"
"1263","Limnonectes finchi","E100_edge","22:25"
"1264","Limnonectes finchi","E100_edge","22:32"
"1265","Bubo sumatranus","E100_edge","22:36"
"1266","Limnonectes finchi","E100_edge","22:37"
"1267","Limnonectes finchi","E100_edge","23:00"
"1268","Microhyla sp","E100_edge","23:03"
"1269","Limnonectes finchi","E100_edge","23:04"
"1270","Hylarana nicobariensis","E100_edge","23:05"
"1271","Bubo sumatranus","E100_edge","00:00"
"1272","Hylarana nicobariensis","E100_edge","00:01"
"1273","Metaphrynella sundana","E100_edge","00:02"
"1274","Fejervarya limnocharis","E100_edge","00:16"
"1275","Fejervarya limnocharis","E100_edge","01:02"
"1276","Bubo sumatranus","E100_edge","01:12"
"1277","Limnonectes finchi","E100_edge","01:16"
"1278","Limnonectes finchi","E100_edge","02:08"
"1279","Polypedates sp","E100_edge","02:15"
"1280","Hylarana nicobariensis","E100_edge","03:01"
"1281","Metaphrynella sundana","D100_641","21:00"
"1282","Polypedates sp","D100_641","21:03"
"1283","Polypedates sp","D100_641","21:10"
"1284","Metaphrynella sundana","D100_641","22:00"
"1285","Metaphrynella sundana","D100_641","22:00"
"1286","Metaphrynella sundana","D100_641","22:00"
"1287","Polypedates sp","D100_641","22:02"
"1288","Polypedates sp","D100_641","22:10"
"1289","Polypedates leucomystax","D100_641","22:10"
"1290","Polypedates sp","D100_641","22:15"
"1291","Metaphrynella sundana","D100_641","23:00"
"1292","Metaphrynella sundana","D100_641","23:00"
"1293","Polypedates sp","D100_641","23:02"
"1294","Kalophrynus meizon","D100_641","23:03"
"1295","Leptolalax dringi","D100_641","23:07"
"1296","Metaphrynella sundana","D100_641","00:00"
"1297","Metaphrynella sundana","D100_641","00:02"
"1298","Polypedates sp","D100_641","00:08"
"1299","Polypedates sp","D100_641","00:09"
"1300","Metaphrynella sundana","D100_641","01:00"
"1301","Metaphrynella sundana","D100_641","01:00"
"1302","Polypedates sp","D100_641","01:03"
"1303","Polypedates sp","D100_641","01:04"
"1304","Polypedates sp","D100_641","01:10"
"1305","Polypedates sp","D100_641","01:11"
"1306","Bubo sumatranus","D100_641","01:06"
"1307","Metaphrynella sundana","D100_641","02:00"
"1308","Polypedates sp","D100_641","02:01"
"1309","Polypedates sp","D100_641","02:01"
"1310","Polypedates sp","D100_641","02:06"
"1311","Kalophrynus meizon","D100_641","02:08"
"1312","Kalophrynus meizon","D100_641","02:09"
"1313","Hylarana nicobariensis","C_Matrix","21:00"
"1314","Hylarana nicobariensis","C_Matrix","21:00"
"1315","Hylarana nicobariensis","C_Matrix","21:00"
"1316","Hylarana nicobariensis","C_Matrix","21:00"
"1317","Hylarana nicobariensis","C_Matrix","21:00"
"1318","Hylarana nicobariensis","C_Matrix","21:00"
"1319","Hylarana nicobariensis","C_Matrix","21:00"
"1320","Hylarana nicobariensis","C_Matrix","21:00"
"1321","Hylarana nicobariensis","C_Matrix","21:00"
"1322","Hylarana nicobariensis","C_Matrix","21:00"
"1323","Polypedates leucomystax","C_Matrix","21:00"
"1324","Polypedates leucomystax","C_Matrix","21:00"
"1325","Otus rufescens","C_Matrix","21:01"
"1326","Polypedates leucomystax","C_Matrix","21:01"
"1327","Polypedates leucomystax","C_Matrix","21:01"
"1328","Polypedates leucomystax","C_Matrix","21:01"
"1329","Polypedates leucomystax","C_Matrix","21:01"
"1330","Polypedates sp","C_Matrix","21:13"
"1331","Hylarana nicobariensis","C_Matrix","22:00"
"1332","Hylarana nicobariensis","C_Matrix","22:00"
"1333","Hylarana nicobariensis","C_Matrix","22:00"
"1334","Hylarana nicobariensis","C_Matrix","22:00"
"1335","Hylarana nicobariensis","C_Matrix","22:00"
"1336","Hylarana nicobariensis","C_Matrix","22:00"
"1337","Hylarana nicobariensis","C_Matrix","22:00"
"1338","Hylarana nicobariensis","C_Matrix","22:00"
"1339","Hylarana nicobariensis","C_Matrix","22:00"
"1340","Hylarana nicobariensis","C_Matrix","22:00"
"1341","Polypedates leucomystax","C_Matrix","22:00"
"1342","Polypedates leucomystax","C_Matrix","22:00"
"1343","Polypedates leucomystax","C_Matrix","22:00"
"1344","Polypedates leucomystax","C_Matrix","22:00"
"1345","Polypedates leucomystax","C_Matrix","22:00"
"1346","Polypedates leucomystax","C_Matrix","22:00"
"1347","Polypedates leucomystax","C_Matrix","22:00"
"1348","Polypedates leucomystax","C_Matrix","22:04"
"1349","Hylarana nicobariensis","C_Matrix","23:00"
"1350","Hylarana nicobariensis","C_Matrix","23:00"
"1351","Polypedates leucomystax","C_Matrix","23:00"
"1352","Fejervarya limnocharis","C_Matrix","23:02"
"1353","Polypedates sp","C_Matrix","23:04"
"1354","Polypedates sp","C_Matrix","23:05"
"1355","Polypedates leucomystax","C_Matrix","23:05"
"1356","Polypedates leucomystax","C_Matrix","23:07"
"1357","Polypedates leucomystax","C_Matrix","23:10"
"1358","Polypedates macrotis","C_Matrix","23:18"
"1359","Hylarana nicobariensis","C_Matrix","00:00"
"1360","Polypedates leucomystax","C_Matrix","00:00"
"1361","Fejervarya limnocharis","C_Matrix","00:00"
"1362","Polypedates sp","C_Matrix","00:00"
"1363","Polypedates leucomystax","C_Matrix","00:00"
"1364","Polypedates otilophus","C_Matrix","00:00"
"1365","Fejervarya limnocharis","C_Matrix","00:00"
"1366","Polypedates leucomystax","C_Matrix","00:00"
"1367","Hylarana nicobariensis","C_Matrix","01:00"
"1368","Polypedates leucomystax","C_Matrix","01:01"
"1369","Polypedates sp","C_Matrix","01:03"
"1370","Polypedates sp","C_Matrix","01:03"
"1371","Polypedates leucomystax","C_Matrix","01:04"
"1372","Fejervarya limnocharis","C_Matrix","01:07"
"1373","Polypedates leucomystax","C_Matrix","01:09"
"1374","Polypedates sp","C_Matrix","01:09"
"1375","Fejervarya limnocharis","C_Matrix","01:12"
"1376","Polypedates leucomystax","C_Matrix","01:19"
"1377","Hylarana nicobariensis","C_Matrix","02:00"
"1378","Polypedates leucomystax","C_Matrix","02:00"
"1379","Polypedates leucomystax","C_Matrix","02:00"
"1380","Hylarana nicobariensis","C_Matrix","02:00"
"1381","Hylarana nicobariensis","C_Matrix","02:00"
"1382","Hylarana nicobariensis","C_Matrix","02:00"
"1383","Hylarana nicobariensis","C_Matrix","02:00"
"1384","Hylarana nicobariensis","C_Matrix","02:00"
"1385","Polypedates sp","C_Matrix","02:08"
"1386","Polypedates sp","C_Matrix","02:09"
"1387","Polypedates macrotis","C_Matrix","02:12"
"1388","Fejervarya limnocharis","C_Matrix","02:16"
"1389","Hylarana nicobariensis","C10_621","21:00"
"1390","Hylarana nicobariensis","C10_621","21:00"
"1391","Hylarana nicobariensis","C10_621","21:00"
"1392","Hylarana nicobariensis","C10_621","21:01"
"1393","Metaphrynella sundana","C10_621","21:01"
"1394","Polypedates leucomystax","C10_621","21:03"
"1395","Polypedates leucomystax","C10_621","21:03"
"1396","Fejervarya limnocharis","C10_621","21:04"
"1397","Polypedates sp","C10_621","21:05"
"1398","Kalophrynus sp","C10_621","21:06"
"1399","Polypedates sp","C10_621","21:07"
"1400","Hylarana nicobariensis","C10_621","22:00"
"1401","Hylarana nicobariensis","C10_621","22:00"
"1402","Hylarana nicobariensis","C10_621","22:00"
"1403","Hylarana nicobariensis","C10_621","22:00"
"1404","Fejervarya limnocharis","C10_621","22:02"
"1405","Polypedates sp","C10_621","22:02"
"1406","Polypedates sp","C10_621","22:03"
"1407","Polypedates leucomystax","C10_621","22:05"
"1408","Kalophrynus meizon","C10_621","22:06"
"1409","Polypedates sp","C10_621","22:07"
"1410","Metaphrynella sundana","C10_621","22:09"
"1411","Polypedates leucomystax","C10_621","22:09"
"1412","Bubo sumatranus","C10_621","22:15"
"1413","Philautus sp","C10_621","22:16"
"1414","Hylarana nicobariensis","C10_621","23:00"
"1415","Fejervarya limnocharis","C10_621","23:00"
"1416","Polypedates sp","C10_621","23:00"
"1417","Hylarana nicobariensis","C10_621","23:01"
"1418","Hylarana nicobariensis","C10_621","23:01"
"1419","Polypedates leucomystax","C10_621","23:02"
"1420","Polypedates leucomystax","C10_621","23:04"
"1421","Polypedates sp","C10_621","23:07"
"1422","Philautus sp","C10_621","23:12"
"1423","Fejervarya limnocharis","C10_621","23:13"
"1424","Metaphrynella sundana","C10_621","23:15"
"1425","Philautus sp","C10_621","23:16"
"1426","Polypedates leucomystax","C10_621","23:17"
"1427","Philautus sp","C10_621","00:00"
"1428","Hylarana nicobariensis","C10_621","00:00"
"1429","Fejervarya limnocharis","C10_621","00:02"
"1430","Philautus sp","C10_621","00:03"
"1431","Hylarana nicobariensis","C10_621","00:06"
"1432","Fejervarya limnocharis","C10_621","00:11"
"1433","Polypedates sp","C10_621","00:11"
"1434","Kalophrynus sp","C10_621","00:12"
"1435","Metaphrynella sundana","C10_621","00:12"
"1436","Fejervarya limnocharis","C10_621","00:17"
"1437","Polypedates sp","C10_621","00:18"
"1438","Hylarana nicobariensis","C10_621","01:00"
"1439","Hylarana nicobariensis","C10_621","01:00"
"1440","Hylarana nicobariensis","C10_621","01:00"
"1441","Hylarana nicobariensis","C10_621","01:00"
"1442","Fejervarya limnocharis","C10_621","01:02"
"1443","Rhacophorus appendiculatus","C10_621","01:03"
"1444","Polypedates leucomystax","C10_621","01:07"
"1445","Polypedates sp","C10_621","01:07"
"1446","Metaphrynella sundana","C10_621","01:08"
"1447","Fejervarya limnocharis","C10_621","01:09"
"1448","Metaphrynella sundana","C10_621","01:11"
"1449","Polypedates leucomystax","C10_621","01:20"
"1450","Fejervarya limnocharis","C10_621","02:00"
"1451","Fejervarya limnocharis","C10_621","02:00"
"1452","Hylarana nicobariensis","C10_621","02:00"
"1453","Hylarana nicobariensis","C10_621","02:01"
"1454","Polypedates sp","C10_621","02:01"
"1455","Polypedates sp","C10_621","02:01"
"1456","Rhacophorus appendiculatus","C10_621","02:02"
"1457","Rhacophorus appendiculatus","C10_621","02:05"
"1458","Polypedates sp","C10_621","02:14"
"1459","Polypedates leucomystax","C10_621","02:15"
"1460","Fejervarya limnocharis","C10_621","02:17"
"1461","Hylarana raniceps","Riparian_1","21:17"
"1462","Hylarana raniceps","Riparian_1","22:01"
"1463","Limnonectes kuhlii","Riparian_1","22:04"
"1464","Odorrana hosii","Riparian_1","22:07"
"1465","Limnonectes finchi","Riparian_1","22:09"
"1466","Phrynoidis juxtaspera","Riparian_1","22:13"
"1467","Odorrana hosii","Riparian_1","23:00"
"1468","Odorrana hosii","Riparian_1","23:03"
"1469","Hylarana raniceps","Riparian_1","23:05"
"1470","Limnonectes kuhlii","Riparian_1","23:08"
"1471","Phrynoidis juxtaspera","Riparian_1","23:09"
"1472","Leptolalax fritinniens","Riparian_1","23:18"
"1473","Hylarana raniceps","Riparian_1","00:01"
"1474","Phrynoidis juxtaspera","Riparian_1","00:03"
"1475","Odorrana hosii","Riparian_1","00:07"
"1476","Odorrana hosii","Riparian_1","00:12"
"1477","Phrynoidis juxtaspera","Riparian_1","01:00"
"1478","Hylarana raniceps","Riparian_1","01:01"
"1479","Limnonectes kuhlii","Riparian_1","01:03"
"1480","Limnonectes kuhlii","Riparian_1","01:11"
"1481","Hylarana raniceps","Riparian_1","02:02"
"1482","Staurois latopalmatus","Riparian_1","02:02"
"1483","Phrynoidis juxtaspera","Riparian_1","02:08"
"1484","Odorrana hosii","Riparian_1","02:12"
"1485","Cacomantis merulinus","D_Matrix","04:19"
"1486","Cacomantis merulinus","D_Matrix","05:16"
"1487","Rhipidura javanica","D_Matrix","06:01"
"1488","Centropus sinensis","D_Matrix","06:01"
"1489","Macronus bornensis","D_Matrix","06:01"
"1490","Macronus bornensis","D_Matrix","06:01"
"1491","Prinia flaviventris","D_Matrix","06:02"
"1492","Prinia flaviventris","D_Matrix","06:03"
"1493","Malacopteron affine","D_Matrix","06:04"
"1494","Dicaeum trigonostigma","D_Matrix","06:05"
"1495","Macronus bornensis","D_Matrix","06:05"
"1496","Macronus bornensis","D_Matrix","06:05"
"1497","Stachyris erythroptera","D_Matrix","06:07"
"1498","Orthotomus sericeus","D_Matrix","06:08"
"1499","Rhipidura javanica","D_Matrix","06:08"
"1500","Rhipidura javanica","D_Matrix","06:08"
"1501","Cacomantis merulinus","D_Matrix","06:10"
"1502","Macronus ptilosus","D_Matrix","06:11"
"1503","Centropus bengalensis","D_Matrix","06:12"
"1504","Pycnonotus goiavier","D_Matrix","06:16"
"1505","Pycnonotus goiavier","D_Matrix","06:16"
"1506","Dicaeum trigonostigma","D_Matrix","06:19"
"1507","Rhipidura javanica","D_Matrix","07:01"
"1508","Macronus bornensis","D_Matrix","07:01"
"1509","Macronus bornensis","D_Matrix","07:01"
"1510","Macronus bornensis","D_Matrix","07:01"
"1511","Stachyris erythroptera","D_Matrix","07:02"
"1512","Macronus ptilosus","D_Matrix","07:02"
"1513","Pellorneum capistratum","D_Matrix","07:03"
"1514","Dicaeum trigonostigma","D_Matrix","07:03"
"1515","Centropus bengalensis","D_Matrix","07:04"
"1516","Centropus bengalensis","D_Matrix","07:04"
"1517","Excalfactoria chinensis","D_Matrix","07:05"
"1518","Prinia flaviventris","D_Matrix","07:06"
"1519","Pycnonotus simplex","D_Matrix","07:06"
"1520","Macronus ptilosus","D_Matrix","07:10"
"1521","Orthotomus sericeus","D_Matrix","07:10"
"1522","Pycnonotus goiavier","D_Matrix","07:14"
"1523","Pycnonotus goiavier","D_Matrix","07:14"
"1524","Pycnonotus goiavier","D_Matrix","07:14"
"1525","Pycnonotus goiavier","D_Matrix","07:14"
"1526","Pycnonotus goiavier","D_Matrix","07:14"
"1527","Centropus sinensis","D_Matrix","07:19"
"1528","Cacomantis sonneratii","D_Matrix","07:19"
"1529","Prinia flaviventris","D_Matrix","08:00"
"1530","Macronus bornensis","D_Matrix","08:00"
"1531","Macronus bornensis","D_Matrix","08:00"
"1532","Macronus bornensis","D_Matrix","08:00"
"1533","Cacomantis sonneratii","D_Matrix","08:00"
"1534","Stachyris erythroptera","D_Matrix","08:00"
"1535","Centropus sinensis","D_Matrix","08:00"
"1536","Orthotomus ruficeps","D_Matrix","08:03"
"1537","Orthotomus ruficeps","D_Matrix","08:04"
"1538","Pycnonotus goiavier","D_Matrix","08:04"
"1539","Malacopteron affine","D_Matrix","08:05"
"1540","Lonchura atricapilla","D_Matrix","08:07"
"1541","Centropus bengalensis","D_Matrix","08:08"
"1542","Centropus bengalensis","D_Matrix","08:08"
"1543","Argusianus argus","D_Matrix","08:09"
"1544","Psilopogon duvaucelii","D_Matrix","08:09"
"1545","Psilopogon duvaucelii","D_Matrix","08:09"
"1546","Pycnonotus atriceps","D_Matrix","08:10"
"1547","Pycnonotus goiavier","D_Matrix","08:14"
"1548","Pycnonotus goiavier","D_Matrix","08:17"
"1549","Hemicircus concretus","D_Matrix","08:18"
"1550","Hemicircus concretus","D_Matrix","08:18"
"1551","Prinia flaviventris","D_Matrix","08:18"
"1552","Macronus bornensis","D_Matrix","08:18"
"1553","Macronus bornensis","D_Matrix","08:18"
"1554","Argusianus argus","E1_648","05:03"
"1555","Macronus ptilosus","E1_648","06:00"
"1556","Macronus ptilosus","E1_648","06:00"
"1557","Malacopteron affine","E1_648","06:00"
"1558","Malacocincla malaccensis","E1_648","06:00"
"1559","Pellorneum capistratum","E1_648","06:00"
"1560","Stachyris erythroptera","E1_648","06:00"
"1561","Prionochilus xanthopygius","E1_648","06:00"
"1562","Macronus ptilosus","E1_648","06:00"
"1563","Arachnothera longirostra","E1_648","06:01"
"1564","Hypothymis azurea","E1_648","06:04"
"1565","Malacopteron affine","E1_648","06:04"
"1566","Malacopteron affine","E1_648","06:06"
"1567","Macronus bornensis","E1_648","06:13"
"1568","Pycnonotus erythropthalmos","E1_648","06:14"
"1569","Chloropsis cyanopogon","E1_648","06:17"
"1570","Macronus ptilosus","E1_648","06:17"
"1571","Macronus ptilosus","E1_648","07:00"
"1572","Macronus ptilosus","E1_648","07:00"
"1573","Malacocincla malaccensis","E1_648","07:00"
"1574","Malacopteron affine","E1_648","07:00"
"1575","Malacopteron affine","E1_648","07:00"
"1576","Stachyris erythroptera","E1_648","07:00"
"1577","Argusianus argus","E1_648","07:01"
"1578","Malacocincla malaccensis","E1_648","07:01"
"1579","Psilopogon chrysopogon","E1_648","07:02"
"1580","Macronus bornensis","E1_648","07:05"
"1581","Macronus bornensis","E1_648","07:05"
"1582","Macronus bornensis","E1_648","07:18"
"1583","Prionochilus xanthopygius","E1_648","07:19"
"1584","Prionochilus xanthopygius","E1_648","07:19"
"1585","Malacopteron affine","E1_648","08:00"
"1586","Macronus ptilosus","E1_648","08:00"
"1587","Stachyris erythroptera","E1_648","08:00"
"1588","Macronus bornensis","E1_648","08:01"
"1589","Macronus bornensis","E1_648","08:01"
"1590","Malacopteron affine","E1_648","08:02"
"1591","Pellorneum capistratum","E1_648","08:02"
"1592","Pycnonotus atriceps","E1_648","08:03"
"1593","Orthotomus atrogularis","E1_648","08:04"
"1594","Prionochilus xanthopygius","E1_648","08:00"
"1595","Pomatorhinus montanus","B10","06:00"
"1596","Pellorneum capistratum","B10","06:00"
"1597","Stachyris erythroptera","B10","06:01"
"1598","Aegithina viridissima","B10","06:06"
"1599","Macronus bornensis","B10","06:11"
"1600","Centropus bengalensis","B10","06:17"
"1601","Pycnonotus simplex","B10","06:18"
"1602","Macronus bornensis","B10","07:00"
"1603","Pomatorhinus montanus","B10","07:00"
"1604","Argusianus argus","B10","07:01"
"1605","Stachyris erythroptera","B10","07:01"
"1606","Pycnonotus erythropthalmos","B10","07:09"
"1607","Orthotomus ruficeps","B10","07:10"
"1608","Cacomantis merulinus","B10","07:10"
"1609","Hemipus hirundinaceus","B10","07:12"
"1610","Pycnonotus simplex","B10","07:13"
"1611","Malacopteron magnirostre","B10","07:14"
"1612","Alcippe brunneicauda","B10","07:17"
"1613","Malacocincla malaccensis","B10","08:00"
"1614","Malacocincla malaccensis","B10","08:00"
"1615","Stachyris erythroptera","B10","08:00"
"1616","Pycnonotus erythropthalmos","B10","08:01"
"1617","Macronus ptilosus","B10","08:01"
"1618","Orthotomus atrogularis","B10","08:01"
"1619","Alophoixus phaeocephalus","B10","08:03"
"1620","Centropus sinensis","B10","08:04"
